Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
SEPPA EAST,NPP,2,40000000.0,15 Lac+,ARUNACHAL PRADESH,12th Pass
BHADOHI,SP,3,10000000.0,0,UTTAR PRADESH,12th Pass
KUNDARKI,SP,0,9800000.0,0,UTTAR PRADESH,Graduate Professional
JAGALUR (ST),INC,0,20000000.0,32 Lac+,KARNATAKA,12th Pass
HEINGANG,BJP,0,10000000.0,1 Lac+,MANIPUR,Graduate
TRILOKPURI,AAP,0,9300000.0,0,DELHI,12th Pass
MUSTAFABAD,AAP,1,30000000.0,4 Lac+,DELHI,Graduate
NAORIA PAKHANGLAKPA,BJP,0,0.0,1 Crore+,MANIPUR,10th Pass
HASSAN,JD(S),0,70000000.0,2 Crore+,KARNATAKA,Graduate Professional
BEMETARA,BJP,0,5000000.0,0,CHHATTISGARH,Post Graduate
PANIPAT RURAL,BJP,0,120000000.0,1 Crore+,HARYANA,Graduate
BEOHARI (ST),BJP,1,10000000.0,13 Lac+,MADHYA PRADESH,Post Graduate
LAMLAI,BJP,0,3700000.0,0,MANIPUR,Graduate
ASANSOL DAKSHIN,BJP,2,20000000.0,1 Crore+,WEST BENGAL,Graduate
HRISHYAMUKH,CPI(M),0,10000000.0,0,TRIPURA,Graduate Professional
BHAGAWANGOLA,AITC,4,20000000.0,0,WEST BENGAL,Graduate Professional
GARBADA (ST),BJP,0,2100000.0,0,GUJARAT,8th Pass
VIJAYANAGAR,INC,1,2960000000.0,77 Crore+,KARNATAKA,Graduate
RAIDIGHI,AITC,1,30000000.0,74 Lac+,WEST BENGAL,Graduate Professional
BADLAPUR,BJP,0,20000000.0,0,UTTAR PRADESH,10th Pass
HABRA,AITC,0,60000000.0,0,WEST BENGAL,Graduate Professional
SAIKOT (ST),BJP,0,9400000.0,0,MANIPUR,Post Graduate
BIJPUR,AITC,5,80000000.0,3 Crore+,WEST BENGAL,Graduate
KALYANPUR-PRAMODNAGAR,BJP,0,3600000.0,22 Lac+,TRIPURA,12th Pass
KHILCHIPUR,BJP,0,40000000.0,22 Lac+,MADHYA PRADESH,12th Pass
BHARMOUR (ST),BJP,0,50000000.0,81 Lac+,HIMACHAL PRADESH,Post Graduate
GHONDA,BJP,0,100000000.0,1 Crore+,DELHI,Post Graduate
AURAD (SC),BJP,0,100000000.0,54 Lac+,KARNATAKA,12th Pass
KAPKOTE,BJP,0,10000000.0,12 Lac+,UTTARAKHAND,Graduate Professional
GHATAL (SC),BJP,1,0.0,0,WEST BENGAL,12th Pass
WAZIRPUR,AAP,1,0.0,17 Lac+,DELHI,12th Pass
KISHAN POLE,INC,0,70000000.0,2 Crore+,RAJASTHAN,12th Pass
DIPHU (ST),BJP,0,10000000.0,50 Thou+,ASSAM,Graduate
NADIAD,BJP,0,110000000.0,89 Lac+,GUJARAT,Graduate
THAKKARBAPA NAGAR,BJP,0,30000000.0,4 Lac+,GUJARAT,10th Pass
RAJGARH,BJP,0,50000000.0,78 Lac+,MADHYA PRADESH,12th Pass
SORAON (SC),SP,0,20000000.0,10 Lac+,UTTAR PRADESH,12th Pass
KADIPUR (SC),BJP,0,20000000.0,27 Lac+,UTTAR PRADESH,Post Graduate
KOVALAM,INC,8,2100000.0,39 Lac+,KERALA,Graduate Professional
CHAVARA,IND,0,40000000.0,2 Crore+,KERALA,Post Graduate
ATHANI,INC,1,370000000.0,1 Crore+,KARNATAKA,12th Pass
ARAKU VALLEY,YSRCP,0,3200000.0,7 Lac+,ANDHRA PRADESH,Graduate
GULBARGA RURAL (SC),BJP,0,260000000.0,13 Crore+,KARNATAKA,12th Pass
DURG CITY,BJP,1,40000000.0,20 Lac+,CHHATTISGARH,Post Graduate
THANAGAZI,INC,3,10000000.0,0,RAJASTHAN,10th Pass
WABGAI,BJP,0,70000000.0,1 Crore+,MANIPUR,Doctorate
KUNNAMANGALAM,IND,0,10000000.0,0,KERALA,Graduate Professional
KIRARI,AAP,2,1400000.0,0,DELHI,Others
AFZALPUR,INC,0,40000000.0,33 Lac+,KARNATAKA,Graduate
AMRITSAR WEST (SC),AAP,0,0.0,15 Lac+,PUNJAB,Graduate Professional
MUDUKULATHUR,DMK,0,10000000.0,0,TAMIL NADU,Graduate Professional
UMBERGAON (ST),BJP,0,30000000.0,15 Lac+,GUJARAT,8th Pass
MOHANIA (SC),RJD,0,10000000.0,47 Lac+,BIHAR,Post Graduate
BALLIMARAN,AAP,0,10000000.0,28 Lac+,DELHI,Graduate Professional
GOLA GOKRANNATH,BJP,6,110000000.0,43 Lac+,UTTAR PRADESH,Graduate Professional
BORDURIA BOGAPANI,INC,0,80000000.0,0,ARUNACHAL PRADESH,Graduate
VARSOVA,BJP,0,40000000.0,0,MAHARASHTRA,Doctorate
BAGALKOT,INC,0,30000000.0,1 Crore+,KARNATAKA,8th Pass
AKKALKOT,BJP,1,40000000.0,49 Lac+,MAHARASHTRA,Graduate Professional
MALPURA,BJP,1,150000000.0,4 Crore+,RAJASTHAN,Others
KHARSIA,INC,0,20000000.0,0,CHHATTISGARH,Graduate Professional
OLLUR,CPI,0,9900000.0,11 Lac+,KERALA,Graduate Professional
BASMATH,NCP,0,9200000.0,12 Lac+,MAHARASHTRA,12th Pass
SHIGGAON,BJP,0,520000000.0,5 Crore+,KARNATAKA,Graduate Professional
KANGAYAM,DMK,3,210000000.0,3 Crore+,TAMIL NADU,Graduate
AMBUR,DMK,0,30000000.0,10 Lac+,TAMIL NADU,10th Pass
PAYAKARAOPETA,YSRCP,0,30000000.0,1 Crore+,ANDHRA PRADESH,Post Graduate
TEHRI,BJP,0,20000000.0,38 Lac+,UTTARAKHAND,Doctorate
LALGOLA,AITC,1,40000000.0,24 Lac+,WEST BENGAL,Post Graduate
ARAVAKURICHI,DMK,3,30000000.0,29 Lac+,TAMIL NADU,Graduate Professional
AURANGABAD (CENTRAL),SHS,6,320000000.0,4 Crore+,MAHARASHTRA,8th Pass
MAHASI,BJP,5,30000000.0,0,UTTAR PRADESH,12th Pass
ARUVIKKARA,CPI(M),0,3700000.0,5 Lac+,KERALA,Graduate Professional
SURMA (SC),BJP,0,7600000.0,8 Lac+,TRIPURA,12th Pass
DEOLI,AAP,3,2500000.0,10 Thou+,DELHI,Post Graduate
BHOA (SC),AAP,1,600000.0,0,PUNJAB,10th Pass
RAI,BJP,0,150000000.0,2 Crore+,HARYANA,10th Pass
THARALI (SC),BJP,0,6800000.0,6 Lac+,UTTARAKHAND,10th Pass
SHAM CHAURASI (SC),AAP,1,60000000.0,48 Lac+,PUNJAB,Post Graduate
SANGAM VIHAR,AAP,2,3500000.0,0,DELHI,Graduate Professional
SARATH,BJP,3,0.0,19 Lac+,JHARKHAND,10th Pass
POHARI,INC,0,0.0,0,MADHYA PRADESH,12th Pass
RAVER,INC,2,70000000.0,27 Lac+,MAHARASHTRA,Post Graduate
NERAVY-T.R.PATTINAM,DMK,0,2900000.0,16 Lac+,PUDUCHERRY,Graduate
DEESA,BJP,0,50000000.0,11 Lac+,GUJARAT,Graduate
BATADROBA,INC,0,10000000.0,11 Lac+,ASSAM,Post Graduate
LAMBHUA,BJP,2,60000000.0,0,UTTAR PRADESH,Post Graduate
POTKA (ST),JMM,3,1500000.0,0,JHARKHAND,12th Pass
HENGLEP (ST),BJP,0,6700000.0,0,MANIPUR,Post Graduate
NILAMBUR,IND,1,640000000.0,17 Crore+,KERALA,12th Pass
KALIGANJ,AITC,2,20000000.0,0,WEST BENGAL,Post Graduate
BAKSHI KAA TALAB,BJP,0,0.0,0,UTTAR PRADESH,12th Pass
SABANG,AITC,0,70000000.0,26 Lac+,WEST BENGAL,Graduate Professional
ERODE EAST,INC,0,20000000.0,15 Lac+,TAMIL NADU,Graduate
PERAMBRA,CPI(M),1,5300000.0,0,KERALA,10th Pass
PARASSALA,CPI(M),3,0.0,26 Lac+,KERALA,12th Pass
BARURAJ,BJP,1,50000000.0,39 Lac+,BIHAR,Doctorate
CHILAKALURIPET,YSRCP,0,1280000000.0,0,ANDHRA PRADESH,Graduate
RADHANAGARI,SHS,1,10000000.0,40 Lac+,MAHARASHTRA,Graduate
DAPORIJO,BJP,2,190000000.0,5 Crore+,ARUNACHAL PRADESH,Graduate
HEIROK,BJP,0,10000000.0,42 Lac+,MANIPUR,Graduate
NOKHA,INC,0,170000000.0,7 Crore+,RAJASTHAN,12th Pass
RAMPUR-BAGHELAN,BJP,1,110000000.0,83 Lac+,MADHYA PRADESH,Graduate
KUMBAKONAM,DMK,6,0.0,10 Crore+,TAMIL NADU,10th Pass
HARDA,INC,4,140000000.0,18 Lac+,MADHYA PRADESH,Doctorate
GANGOLIHAT (SC),BJP,0,0.0,1 Lac+,UTTARAKHAND,Literate
RAIRAKHOL,BJD,1,30000000.0,2 Crore+,ODISHA,Graduate Professional
JABERA,BJP,0,0.0,38 Lac+,MADHYA PRADESH,Post Graduate
AMBEDKAR NAGAR,AAP,1,20000000.0,0,DELHI,Post Graduate
GALSI (SC),AITC,2,2400000.0,2 Lac+,WEST BENGAL,Graduate
GWALIOR,BJP,2,0.0,59 Lac+,MADHYA PRADESH,12th Pass
JIRANG (ST),NPP,0,0.0,4 Crore+,MEGHALAYA,12th Pass
KOLARAS,BJP,0,40000000.0,1 Crore+,MADHYA PRADESH,12th Pass
INDRI,BJP,0,20000000.0,17 Lac+,HARYANA,Post Graduate
WARDHA,BJP,0,0.0,2 Crore+,MAHARASHTRA,Doctorate
NAIHATI,AITC,1,20000000.0,63 Lac+,WEST BENGAL,Post Graduate
DHUPGURI (SC),BJP,1,10000000.0,0,WEST BENGAL,10th Pass
CHAMARAJANAGAR,INC,2,140000000.0,21 Crore+,KARNATAKA,Graduate
BANJAR,BJP,0,8900000.0,35 Lac+,HIMACHAL PRADESH,Graduate
BALAGHAT,INC,3,50000000.0,8 Lac+,MADHYA PRADESH,Post Graduate
SIWANA,BJP,0,0.0,24 Lac+,RAJASTHAN,12th Pass
NILGIRI,BJP,0,10000000.0,0,ODISHA,Graduate Professional
BAIKUNTHPUR,RJD,4,9200000.0,0,BIHAR,12th Pass
BANSDA (ST),INC,5,10000000.0,12 Lac+,GUJARAT,Post Graduate
MAYAKONDA (SC),INC,1,10000000.0,3 Lac+,KARNATAKA,10th Pass
DAMBUK,BJP,0,40000000.0,0,ARUNACHAL PRADESH,12th Pass
KARGAHAR,INC,0,40000000.0,50 Lac+,BIHAR,Graduate Professional
JAISINGHNAGAR (ST),BJP,0,10000000.0,52 Lac+,MADHYA PRADESH,Post Graduate
KHALIKOTE,BJD,0,1100000.0,28 Thou+,ODISHA,12th Pass
BHAGALPUR,INC,7,430000000.0,6 Crore+,BIHAR,Graduate
TINDIVANAM (SC),AIADMK,0,10000000.0,31 Lac+,TAMIL NADU,10th Pass
VARANASI CANTT.,BJP,3,120000000.0,52 Lac+,UTTAR PRADESH,Graduate
HUNSUR,JD(S),1,0.0,33 Crore+,KARNATAKA,Graduate Professional
HOSADURGA,INC,1,20000000.0,18 Lac+,KARNATAKA,12th Pass
TELIAMURA,BJP,0,20000000.0,33 Lac+,TRIPURA,Graduate Professional
RAMGARH,INC,4,9100000.0,9 Lac+,JHARKHAND,Graduate
SEONI,BJP,0,350000000.0,16 Crore+,MADHYA PRADESH,Post Graduate
SRIKAKULAM,YSRCP,2,130000000.0,74 Lac+,ANDHRA PRADESH,12th Pass
THURAIYUR (SC),DMK,13,6300000.0,10 Lac+,TAMIL NADU,Graduate Professional
BABERU,SP,1,0.0,5 Lac+,UTTAR PRADESH,Post Graduate
GUMMIDIPOONDI,DMK,0,70000000.0,2 Crore+,TAMIL NADU,10th Pass
NAGPUR SOUTH,BJP,5,20000000.0,8 Lac+,MAHARASHTRA,10th Pass
LAMSANG,BJP,1,40000000.0,0,MANIPUR,Graduate
DURG-RURAL,BJP,0,130000000.0,52 Lac+,CHHATTISGARH,Graduate
BADSHAHPUR,IND,1,660000000.0,19 Crore+,HARYANA,10th Pass
VEERAPANDI,AIADMK,0,30000000.0,9 Lac+,TAMIL NADU,Graduate
DEGANGA,AITC,0,6700000.0,0,WEST BENGAL,10th Pass
DINARA,RJD,4,20000000.0,0,BIHAR,Graduate
VIRAMGAM,BJP,22,6100000.0,2 Lac+,GUJARAT,Graduate
TERDAL,BJP,2,130000000.0,5 Crore+,KARNATAKA,10th Pass
ANAKAPALLI,YSRCP,5,50000000.0,0,ANDHRA PRADESH,Graduate Professional
FAZILKA,AAP,0,18000.0,3 Lac+,PUNJAB,Others
CIVIL LINES,BJP,2,100000000.0,0,RAJASTHAN,Post Graduate
BAWANI KHERA (SC),BJP,0,10000000.0,27 Lac+,HARYANA,Graduate
KOTA,INC,3,100000000.0,2 Crore+,CHHATTISGARH,Graduate Professional
DUM DUM UTTAR,AITC,0,6000000.0,0,WEST BENGAL,Graduate Professional
GADHADA (SC),BJP,0,40000000.0,1 Lac+,GUJARAT,Graduate
DHARMADAM,CPI(M),2,10000000.0,0,KERALA,12th Pass
MARIYANG-GEKU,JD(U),0,0.0,0,ARUNACHAL PRADESH,12th Pass
HIMATNAGAR,BJP,0,80000000.0,2 Lac+,GUJARAT,Graduate Professional
SURI,AITC,0,40000000.0,5 Lac+,WEST BENGAL,Graduate
HUMNABAD,BJP,3,80000000.0,6 Crore+,KARNATAKA,Graduate Professional
LANJIGARH,BJD,0,4500000.0,98 Thou+,ODISHA,Graduate
UMERKOTE,BJP,2,3200000.0,0,ODISHA,Post Graduate
MANDIRBAZAR (SC),AITC,2,3500000.0,0,WEST BENGAL,10th Pass
UNNAO,BJP,6,60000000.0,69 Lac+,UTTAR PRADESH,Graduate
RAJKOT WEST,BJP,0,100000000.0,90 Lac+,GUJARAT,Post Graduate
GURU HAR SAHAI,AAP,0,0.0,6 Lac+,PUNJAB,Post Graduate
GHATIYA (SC),BJP,1,30000000.0,11 Lac+,MADHYA PRADESH,Graduate
BOXANAGAR,CPI(M),1,5800000.0,0,TRIPURA,10th Pass
PUSHKAR,BJP,0,0.0,0,RAJASTHAN,Graduate Professional
CUNCOLIM,INC,0,300000000.0,0,GOA,Others
BAHADURGARH,INC,0,0.0,10 Lac+,HARYANA,Graduate
BADHKAL,BJP,0,20000000.0,18 Lac+,HARYANA,Graduate Professional
KHAYERPUR,BJP,0,30000000.0,0,TRIPURA,Graduate
VISAKHAPATNAM EAST,TDP,0,170000000.0,1 Crore+,ANDHRA PRADESH,Graduate
KAPRADA (ST),BJP,1,10000000.0,4 Lac+,GUJARAT,8th Pass
SALUMBER (ST),BJP,1,20000000.0,7 Lac+,RAJASTHAN,Post Graduate
HARNAUT,JD(U),0,30000000.0,0,BIHAR,Graduate
MAHUA,RJD,4,90000000.0,3 Crore+,BIHAR,Graduate Professional
CHHATARPUR,BJP,0,20000000.0,0,MADHYA PRADESH,Graduate
PALANI,DMK,14,80000000.0,76 Lac+,TAMIL NADU,Post Graduate
PARJANGA,BJD,2,20000000.0,37 Lac+,ODISHA,Graduate Professional
KUMBI,BJP,0,10000000.0,0,MANIPUR,12th Pass
BASERI (SC),INC,0,6400000.0,0,RAJASTHAN,Graduate Professional
PALA,IND,12,270000000.0,4 Crore+,KERALA,12th Pass
BANGAON UTTAR (SC),BJP,0,20000000.0,37 Lac+,WEST BENGAL,Graduate
SARASKANA,BJP,0,2900000.0,0,ODISHA,Graduate Professional
NUAPADA,BJD,1,10000000.0,6 Lac+,ODISHA,Graduate
COLACHAL,INC,73,6800000.0,0,TAMIL NADU,Post Graduate
BELDANGA,AITC,4,20000000.0,8 Lac+,WEST BENGAL,12th Pass
SONAMUKHI (SC),BJP,0,400000.0,0,WEST BENGAL,8th Pass
LEKANG,BJP,0,20000000.0,16 Lac+,ARUNACHAL PRADESH,12th Pass
DHOD (SC),BJP,0,5700000.0,5 Lac+,RAJASTHAN,Post Graduate
SREERAMPUR,AITC,0,90000000.0,12 Lac+,WEST BENGAL,Post Graduate
SAGAR,INC,0,40000000.0,0,KARNATAKA,12th Pass
BARHAPUR,BJP,0,60000000.0,3 Lac+,UTTAR PRADESH,Graduate
KHAIR (SC),BJP,0,9200000.0,20 Lac+,UTTAR PRADESH,10th Pass
KAGAL,NCP,3,100000000.0,96 Lac+,MAHARASHTRA,Graduate
CHANDITALA,AITC,0,6000000.0,10 Lac+,WEST BENGAL,12th Pass
DASPUR,AITC,0,500000.0,0,WEST BENGAL,10th Pass
KAPURTHALA,INC,1,0.0,71 Crore+,PUNJAB,10th Pass
GAROTH,BJP,1,40000000.0,6 Lac+,MADHYA PRADESH,Graduate
KATULPUR (SC),BJP,0,6600000.0,35 Lac+,WEST BENGAL,Post Graduate
NANAKMATTA (ST),INC,0,30000000.0,45 Lac+,UTTARAKHAND,Graduate Professional
KALPETTA,INC,14,10000000.0,69 Lac+,KERALA,Graduate Professional
BHAWANIPATNA,BJP,0,30000000.0,0,ODISHA,Post Graduate
KRISHNARAJPET,JD(S),2,700000000.0,4 Crore+,KARNATAKA,Graduate
PIRIYAPATNA,INC,0,180000000.0,7 Crore+,KARNATAKA,Graduate
BHAVNAGAR RURAL,BJP,3,530000000.0,8 Crore+,GUJARAT,Others
BASSI PATHANA (SC),AAP,2,0.0,3 Lac+,PUNJAB,Post Graduate
MANJALPUR,BJP,0,330000000.0,0,GUJARAT,10th Pass
BACHHRAWAN (SC),SP,1,6400000.0,0,UTTAR PRADESH,10th Pass
DHRANGADHRA,BJP,0,310000000.0,7 Crore+,GUJARAT,10th Pass
KALAGHATGI,INC,8,1380000000.0,24 Crore+,KARNATAKA,Graduate
BARGARH,BJD,2,30000000.0,57 Lac+,ODISHA,Graduate Professional
GANGARAMPUR (SC),BJP,0,5600000.0,0,WEST BENGAL,10th Pass
LOISINGHA,BJP,0,10000000.0,26 Lac+,ODISHA,Doctorate
MAYNAGURI (SC),BJP,4,4200000.0,3 Lac+,WEST BENGAL,12th Pass
SORBHOG,CPI(M),0,10000000.0,0,ASSAM,Graduate
BAYAD,IND,1,160000000.0,2 Crore+,GUJARAT,Post Graduate
DEHRI,RJD,1,140000000.0,3 Crore+,BIHAR,10th Pass
BIJWASAN,AAP,0,50000000.0,14 Lac+,DELHI,Graduate Professional
PURNIA,BJP,1,30000000.0,0,BIHAR,12th Pass
BADNAWAR,INC,1,50000000.0,0,MADHYA PRADESH,Post Graduate
MISRIKH (SC),BJP,0,20000000.0,0,UTTAR PRADESH,12th Pass
SALMARA SOUTH,INC,1,110000000.0,95 Lac+,ASSAM,Graduate
CAIMPIYARGANJ,BJP,0,90000000.0,1 Crore+,UTTAR PRADESH,Post Graduate
CHIMUR,BJP,1,920000000.0,18 Crore+,MAHARASHTRA,12th Pass
MOHANA,INC,1,5700000.0,3 Lac+,ODISHA,10th Pass
KHURAI,BJP,0,0.0,23 Crore+,MADHYA PRADESH,Graduate Professional
MAHUWA,BJP,0,20000000.0,75 Lac+,RAJASTHAN,Graduate
MYDUKUR,YSRCP,4,50000000.0,18 Lac+,ANDHRA PRADESH,10th Pass
LUDHIANA SOUTH,AAP,1,9000000.0,22 Lac+,PUNJAB,Graduate
DERA BASSI,AAP,1,70000000.0,41 Lac+,PUNJAB,Graduate
PATTUKKOTTAI,DMK,6,10000000.0,11 Lac+,TAMIL NADU,Graduate Professional
PHARENDA,INC,2,50000000.0,0,UTTAR PRADESH,Graduate Professional
MADANAPALLE,YSRCP,1,90000000.0,95 Lac+,ANDHRA PRADESH,8th Pass
LANGTHABAL,BJP,1,20000000.0,66 Lac+,MANIPUR,Graduate Professional
SAMRI (ST),BJP,1,10000000.0,41 Lac+,CHHATTISGARH,12th Pass
OLPAD,BJP,0,40000000.0,1 Crore+,GUJARAT,12th Pass
UDUPI,BJP,1,60000000.0,2 Crore+,KARNATAKA,12th Pass
MUMBADEVI,INC,2,440000000.0,8 Crore+,MAHARASHTRA,10th Pass
MADHUPUR,JMM,0,70000000.0,0,JHARKHAND,12th Pass
FARIDABAD NIT,INC,0,100000000.0,1 Crore+,HARYANA,Graduate
SIPAJHAR,BJP,1,5000000.0,16 Lac+,ASSAM,Doctorate
BASNA,BJP,0,110000000.0,0,CHHATTISGARH,Post Graduate
NANDURBAR (ST),BJP,9,270000000.0,1 Crore+,MAHARASHTRA,Post Graduate
GHATLODIA,BJP,0,80000000.0,1 Crore+,GUJARAT,12th Pass
BAWAL (SC),BJP,0,20000000.0,10 Lac+,HARYANA,Graduate Professional
SRIRANGAM,DMK,7,90000000.0,6 Crore+,TAMIL NADU,8th Pass
ANDIPATTI,DMK,4,150000000.0,94 Lac+,TAMIL NADU,8th Pass
NARELA,BJP,0,180000000.0,5 Crore+,MADHYA PRADESH,Graduate Professional
THASRA,BJP,1,110000000.0,91 Lac+,GUJARAT,Graduate
CHANDEL (ST),BJP,0,9500000.0,0,MANIPUR,Graduate
BHIKANGAON (ST),INC,0,70000000.0,76 Lac+,MADHYA PRADESH,Post Graduate
AMARPATAN,INC,1,440000000.0,89 Lac+,MADHYA PRADESH,Doctorate
TINGKHONG,BJP,0,10000000.0,12 Lac+,ASSAM,Graduate
SONEPUR,RJD,4,10000000.0,1 Lac+,BIHAR,Doctorate
KANKREJ,INC,0,30000000.0,18 Lac+,GUJARAT,12th Pass
NANJANGUD (SC),INC,1,40000000.0,0,KARNATAKA,Post Graduate
BAGLAN (ST),BJP,0,30000000.0,3 Crore+,MAHARASHTRA,Graduate
PATAN,INC,1,330000000.0,28 Lac+,CHHATTISGARH,Post Graduate
HAJIPUR,BJP,0,40000000.0,7 Lac+,BIHAR,12th Pass
GHASPANI-I (ST),BJP,0,100000000.0,0,NAGALAND,Graduate
FATEHPUR,INC,0,10000000.0,26 Lac+,RAJASTHAN,12th Pass
SAHARANPUR,SP,0,20000000.0,65 Lac+,UTTAR PRADESH,10th Pass
HOWRAH DAKSHIN,AITC,0,150000000.0,14 Lac+,WEST BENGAL,12th Pass
PIPRAICH,BJP,0,0.0,1 Crore+,UTTAR PRADESH,Graduate
WANKANER,BJP,1,30000000.0,0,GUJARAT,5th Pass
AMADALAVALASA,YSRCP,1,90000000.0,0,ANDHRA PRADESH,12th Pass
KASBA PETH,BJP,2,0.0,21 Crore+,MAHARASHTRA,Graduate
DARANG,BJP,0,10000000.0,0,HIMACHAL PRADESH,10th Pass
ANDHERI EAST,SHS,0,40000000.0,1 Crore+,MAHARASHTRA,10th Pass
KASBA,AITC,1,320000000.0,41 Crore+,WEST BENGAL,Graduate
KARANJ,BJP,1,20000000.0,54 Lac+,GUJARAT,12th Pass
KALKA,INC,1,150000000.0,91 Lac+,HARYANA,Graduate
WADHWAN,BJP,0,10000000.0,14 Lac+,GUJARAT,Graduate
ALLAHABAD WEST,BJP,0,320000000.0,7 Crore+,UTTAR PRADESH,Graduate
MIRAJ (SC),BJP,3,40000000.0,0,MAHARASHTRA,Doctorate
KAHALGAON,BJP,5,30000000.0,27 Lac+,BIHAR,12th Pass
SAUNDATTI YELLAMMA,INC,1,40000000.0,1 Crore+,KARNATAKA,Graduate
KALLAKURICHI (SC),AIADMK,0,0.0,10 Lac+,TAMIL NADU,12th Pass
EKAMRA-BHUBANESWAR,BJD,0,0.0,10 Lac+,ODISHA,Post Graduate
QUILANDY,CPI(M),1,10000000.0,0,KERALA,10th Pass
GAZOLE (SC),BJP,1,4900000.0,1 Lac+,WEST BENGAL,Post Graduate
PIPARIYA (SC),BJP,0,10000000.0,5 Lac+,MADHYA PRADESH,10th Pass
LAKHIMPUR,BJP,2,50000000.0,2 Crore+,ASSAM,Graduate
JEHANABAD,RJD,0,10000000.0,0,BIHAR,Doctorate
SARANGARH (SC),INC,0,10000000.0,0,CHHATTISGARH,12th Pass
TARUR,CPI(M),5,900000.0,3 Lac+,KERALA,Post Graduate
CHHOTA UDAIPUR (ST),BJP,0,40000000.0,18 Lac+,GUJARAT,12th Pass
BHANUPRATAPPUR (ST),INC,0,60000000.0,1 Crore+,CHHATTISGARH,Graduate
MAHE,INC,0,60000000.0,10 Lac+,PUDUCHERRY,Graduate
POKARAN,BJP,0,30000000.0,0,RAJASTHAN,10th Pass
PAURI (SC),BJP,0,2500000.0,11 Lac+,UTTARAKHAND,Graduate
NORTHERN ANGAMI-II (ST),NDPP,0,460000000.0,8 Lac+,NAGALAND,Graduate
SAKALESHPUR (SC),BJP,0,0.0,1 Crore+,KARNATAKA,10th Pass
GIDDALUR,YSRCP,0,420000000.0,6 Crore+,ANDHRA PRADESH,Graduate
REWARI,INC,0,100000000.0,33 Lac+,HARYANA,12th Pass
MANNARGUDI,DMK,2,410000000.0,13 Crore+,TAMIL NADU,Post Graduate
PENAMALURU,YSRCP,9,0.0,82 Lac+,ANDHRA PRADESH,12th Pass
RAIRANGPUR,BJP,1,2200000.0,0,ODISHA,Graduate
MAHALAKSHMI LAYOUT,BJP,0,1100000000.0,62 Crore+,KARNATAKA,Graduate
NARSIPATNAM,YSRCP,2,6600000.0,7 Lac+,ANDHRA PRADESH,Graduate
RANIGANJ,AITC,7,0.0,0,WEST BENGAL,Graduate Professional
KULTALI (SC),AITC,0,60000000.0,1 Crore+,WEST BENGAL,Graduate
RUDRAPRAYAG,BJP,0,20000000.0,50 Lac+,UTTARAKHAND,Graduate
NAHARKATIA,BJP,0,10000000.0,0,ASSAM,12th Pass
THIRUVOTTIYUR,DMK,2,40000000.0,82 Lac+,TAMIL NADU,8th Pass
JADAVPUR,AITC,0,10000000.0,0,WEST BENGAL,Graduate Professional
GOBINDPUR,RJD,0,50000000.0,0,BIHAR,12th Pass
KALPI,SP,0,30000000.0,9 Lac+,UTTAR PRADESH,Post Graduate
JAISINGHPUR (SC),INC,0,20000000.0,65 Lac+,HIMACHAL PRADESH,Post Graduate
MOHANPUR,BJP,1,20000000.0,19 Lac+,TRIPURA,Graduate Professional
SALON (SC),BJP,0,6500000.0,5 Lac+,UTTAR PRADESH,Post Graduate
KARJAT JAMKHED,NCP,0,590000000.0,3 Crore+,MAHARASHTRA,Graduate Professional
SATYAVEDU,YSRCP,0,0.0,1 Lac+,ANDHRA PRADESH,Graduate
HARUR (SC),AIADMK,0,7000000.0,14 Lac+,TAMIL NADU,Graduate Professional
PAONTA SAHIB,BJP,0,20000000.0,85 Lac+,HIMACHAL PRADESH,12th Pass
SOLAPUR CITY NORTH,BJP,0,130000000.0,0,MAHARASHTRA,Graduate
CHITRADURGA,INC,2,1340000000.0,19 Crore+,KARNATAKA,Graduate
HATHUA,RJD,3,10000000.0,1 Lac+,BIHAR,12th Pass
RAGHUNATHPALI,BJD,2,3600000.0,0,ODISHA,Post Graduate
KAKATPUR,BJD,0,2400000.0,3 Thou+,ODISHA,Post Graduate
SAHIBABAD,BJP,0,10000000.0,15 Lac+,UTTAR PRADESH,Post Graduate
CHHATA,BJP,0,0.0,29 Lac+,UTTAR PRADESH,Post Graduate
KODINAR (SC),BJP,0,50000000.0,0,GUJARAT,Post Graduate
BHANDUP WEST,SHS,3,0.0,98 Lac+,MAHARASHTRA,8th Pass
MAUR,AAP,4,9200000.0,0,PUNJAB,12th Pass
DR.AMBEDKAR NAGAR -MHOW,BJP,0,5800000.0,82 Thou+,MADHYA PRADESH,Post Graduate
COIMBATORE SOUTH,BJP,2,90000000.0,59 Lac+,TAMIL NADU,Post Graduate
KARANJA,BJP,2,100000000.0,4 Crore+,MAHARASHTRA,Graduate
DAHANU (ST),CPI(M),6,51000.0,0,MAHARASHTRA,12th Pass
RAJGARH-LAXMANGARH (ST),INC,0,30000000.0,31 Lac+,RAJASTHAN,Graduate Professional
REWA,BJP,0,300000000.0,1 Crore+,MADHYA PRADESH,Graduate Professional
GOLAKGANJ,INC,1,1200000.0,2 Lac+,ASSAM,Graduate
TALI,JD(U),0,20000000.0,0,ARUNACHAL PRADESH,Post Graduate
BHANDARIPOKHARI,BJD,0,10000000.0,1 Lac+,ODISHA,Graduate Professional
